addr,localhost:50050
total,2000
concurrency,200
elapsed_s,5.354115724563599
throughput_rps,373.54441011134764
p50_ms,516.7419910430908
p95_ms,582.9453468322754
p99_ms,602.8578281402588
ok_count,2000
