addr,localhost:50050
total,20
concurrency,5
elapsed_s,0.06696915626525879
throughput_rps,298.6449451562717
p50_ms,7.808208465576172
p95_ms,43.61701011657715
p99_ms,43.61701011657715
ok_count,20
