addr,localhost:50060
total,2000
concurrency,50
elapsed_s,3.631417751312256
throughput_rps,550.749083956886
p50_ms,90.60359001159668
p95_ms,118.11590194702148
p99_ms,126.68824195861816
ok_count,2000
