addr,localhost:50050
total,2000
concurrency,25
elapsed_s,7.4367835521698
throughput_rps,268.93346914963905
p50_ms,87.39399909973145
p95_ms,129.69231605529785
p99_ms,163.47908973693848
ok_count,2000
