addr,localhost:50060
total,2000
concurrency,25
elapsed_s,2.717190980911255
throughput_rps,736.0542612022314
p50_ms,32.228708267211914
p95_ms,40.66276550292969
p99_ms,85.93463897705078
ok_count,2000
